uri,check_full_titles_for_volume_info?,check_copyright_ocr_for_edition_info?,check_fm_and_marc_titles_for_differences? 
https://hdl.handle.net/2027/heb.02502.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02511.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02512.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.02513.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02515.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02516.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02517.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02521.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.02522.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.02523.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.02528.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.02533.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02535.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02537.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02538.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02546.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02547.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02548.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02550.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02552.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02558.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.02559.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02560,N,N,YES
https://hdl.handle.net/2027/heb.02560.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02560.0002.001,N,N,YES
https://hdl.handle.net/2027/heb.02563.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02567.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02568.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.02572.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02573.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02574,N,N,YES
https://hdl.handle.net/2027/heb.02574.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.02574.0002.001,YES,N,YES
https://hdl.handle.net/2027/heb.02578.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02579.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02581.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02582.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02583.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.02584.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02585.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02588.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02589.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02590.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02591.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02592.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02594.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02596.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02597.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02599.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02600.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02601.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02603.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.02604.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02605.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02606.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.02607.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02608.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02610.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02612.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02613.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02616.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02617.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02618.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02619.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02620.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02623.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02625.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02627.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.02629.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02631.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02634.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02635.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02636.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02637.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02638.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02640.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02645.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02646.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02648.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02652.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.02654.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02656.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.02657.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02658.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02662.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02664.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02666.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02667.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02668.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02671.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02674.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02675.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02676.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02679.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.02682.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.02685.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02689.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02690.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02691.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.02699.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02702.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02708.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02714.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.02715.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02716.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02718.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02720.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02722.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02723.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02725.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02727.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02729.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02730.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02731.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02732.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02735.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02736.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02740.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.02743.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02744.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02747.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02748.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02750,N,N,YES
https://hdl.handle.net/2027/heb.02750.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02750.0002.001,N,N,YES
https://hdl.handle.net/2027/heb.02751.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02757.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02758.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02769.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02770.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02771.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.02772.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.02774.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02777.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02781.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.02784,N,N,YES
https://hdl.handle.net/2027/heb.02784.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.02784.0002.001,YES,N,YES
https://hdl.handle.net/2027/heb.02786.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02788.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02789.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02791.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.02793.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02795.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02796.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02797.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02798.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02799.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02800.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.02802.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.02804.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02805.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02806.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02807.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02822.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.02823.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02824.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02825.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02826.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.02840.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02845.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02847.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02850.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.02852.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02853.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02854.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02855.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02858.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02859.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02870.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02871.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02872,N,N,YES
https://hdl.handle.net/2027/heb.02872.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.02872.0002.001,YES,N,YES
https://hdl.handle.net/2027/heb.02877.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02878.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02879.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02881.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02884.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02889.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02890.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02893.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02900.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02901.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02903.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02911.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02912.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.02919.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02920.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02921,N,N,YES
https://hdl.handle.net/2027/heb.02921.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.02921.0002.001,YES,N,YES
https://hdl.handle.net/2027/heb.02922.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02923,N,N,YES
https://hdl.handle.net/2027/heb.02923.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.02923.0002.001,YES,N,YES
https://hdl.handle.net/2027/heb.02925.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02930.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.02934.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02942.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.02944.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02945.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02949.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02950.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02953.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02956.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02958.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02962.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02965.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02966.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02975.0001.001,N,N,N
https://hdl.handle.net/2027/heb.02989.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02992.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.02999.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03005.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03009.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03015.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03016.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03018,N,N,YES
https://hdl.handle.net/2027/heb.03018.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.03018.0002.001,YES,N,YES
https://hdl.handle.net/2027/heb.03018.0002.002,YES,N,YES
https://hdl.handle.net/2027/heb.03018.0003.001,YES,N,YES
https://hdl.handle.net/2027/heb.03019.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03021.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03026.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03027.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03035.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03038.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03041.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03042.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03049.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03051.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03053.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03054.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03055.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03061.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03068.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03069.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03081.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03085.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03087.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03090.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03094.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03095.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03098.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03100.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03116.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03124.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03128.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03132.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03143.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03146.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03147.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03148.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03149,N,N,YES
https://hdl.handle.net/2027/heb.03149.0001.001,YES,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03149.0001.002,YES,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03149.0002.001,YES,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03149.0002.002,YES,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03149.0002.003,YES,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03149.0003.001,YES,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03149.0003.002,YES,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03149.0003.003,YES,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03149.0003.004,YES,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03154.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03155.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03158.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03160.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03163.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03164.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03176.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03183.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03189.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.03190.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03193.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03195.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03197.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03200.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03210.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03212.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03217.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03218.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03224.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03230.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03231.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03233.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03234.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03237.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03238.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03240.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03245.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03246.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03248.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03250.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03262.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03275.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03280.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03281.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03295.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03298.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03313.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03314.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03316.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03321.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03324.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03326.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03329.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03330.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03341.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03355.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03356.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03357.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03358.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03359.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03360.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03362.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03365.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03367.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03368.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03369.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03372.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03374.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03376.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03378.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03380.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03381.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03382.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03384.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03385.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03387.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03388.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03389.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03392.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03393.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03397.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03400.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03402.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03404.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03405.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03407.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03408.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03409,N,N,YES
https://hdl.handle.net/2027/heb.03409.0001.001,YES,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03409.0002.001,YES,N,YES
https://hdl.handle.net/2027/heb.03414.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03415.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03421.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03424.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03431.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03433.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03434.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03436.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03439.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03440.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03441.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03443,N,N,YES
https://hdl.handle.net/2027/heb.03443.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.03443.0002.001,YES,N,YES
https://hdl.handle.net/2027/heb.03445.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03453.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03455.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03457.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03461.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03465.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03466.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03472.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03476.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03478.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03479.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03480.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03485.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03488.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03489.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03490.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03491.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03492.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03493.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03497.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03498.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03499.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03500.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03501.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03502.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03503,N,N,YES
https://hdl.handle.net/2027/heb.03503.0001.001,YES,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03503.0002.001,YES,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03503.0003.001,YES,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03504.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03507.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03508.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03509.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03510.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03513.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03515.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03516.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03519.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03520.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03521.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03522.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03523.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03525.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03531.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03532.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03534.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03537.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03538.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03546.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03547.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03554.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03576.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03578.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03579.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03582.0001.001,N,N,N
https://hdl.handle.net/2027/heb.03584.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.03589.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.03590.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.03600.0001.001,N,N,N
